iter	AUC	CrossEntropy
882	0.8234533072	0.4676221065
883	0.8234791756	0.4675933738
884	0.8235138953	0.4675591146
885	0.8235446215	0.4675259549
886	0.8235703707	0.4674942998
887	0.8235934377	0.4674652488
888	0.82362023	0.4674342593
889	0.8236528039	0.4673998264
890	0.8236880302	0.4673622685
891	0.8237159252	0.4673317419
892	0.8237457871	0.4672999421
893	0.8237698078	0.4672721644
894	0.8238096535	0.4672315683
895	0.8238351345	0.4672008681
896	0.8238635063	0.4671686343
897	0.8238837123	0.4671406539
898	0.8239079714	0.46711114
899	0.8239289522	0.4670849248
900	0.8239629269	0.4670474537
901	0.8239982128	0.4670121817
902	0.8240216672	0.4669835648
903	0.8240470588	0.4669537326
904	0.8240678906	0.4669275174
905	0.8240998387	0.4668958623
906	0.8241326809	0.4668638889
907	0.8241525292	0.4668395833
908	0.8241764307	0.4668106481
909	0.8242110014	0.4667679398
910	0.8242444992	0.4667324653
911	0.8242735863	0.4667006076
912	0.8242935538	0.4666782118
913	0.824315846	0.4666524306
914	0.8243417144	0.4666258681
915	0.8243732452	0.4665878472
916	0.8243919313	0.4665619502
917	0.8244186044	0.466532581
918	0.8244411945	0.4665082465
919	0.8244688511	0.4664757523
920	0.8245043755	0.4664423322
921	0.8245276809	0.4664162037
922	0.8245580792	0.46638261
923	0.8245849013	0.4663516493
924	0.8246036172	0.4663291956
925	0.8246350884	0.4662963252
926	0.8246660829	0.4662630498
927	0.8246847391	0.4662372685
928	0.8247130513	0.4662023148
929	0.824753195	0.4661610822
930	0.8247874975	0.4661250289
931	0.8248174787	0.4660932581
932	0.8248541951	0.4660560475
933	0.8248678446	0.4660360822
934	0.8248922825	0.4660086516
935	0.8249127269	0.4659846065
936	0.8249457479	0.4659494792
937	0.8249762654	0.4659141782
938	0.8250014782	0.4658896412
939	0.8250364661	0.465851765
940	0.8250668049	0.4658199653
941	0.8251042366	0.4657803241
942	0.8251309395	0.4657497396
943	0.825165391	0.4657146412
944	0.8251875341	0.4656900752
945	0.825216949	0.4656564236
946	0.8252357244	0.4656329282
947	0.8252568245	0.4656069444
948	0.8252908587	0.4655711806
949	0.8253237605	0.4655390046
950	0.825342387	0.4655149306
951	0.8253737688	0.4654831308
952	0.8254004121	0.4654514178
953	0.8254300356	0.465420544
954	0.8254575133	0.4653921007
955	0.8254811764	0.4653653356
956	0.8255088925	0.4653349826
957	0.825535059	0.4653086227
958	0.825553596	0.4652864583
959	0.8255775571	0.4652582755
960	0.8256053925	0.4652284433
961	0.82562536	0.4652029803
962	0.825645715	0.4651786748
963	0.8256784678	0.4651452546
964	0.8256971836	0.4651212674
965	0.825731039	0.465086603
966	0.8257504702	0.4650646123
967	0.8257753253	0.4650353588
968	0.8258010149	0.4650081019
969	0.8258184195	0.4649868924
970	0.8258455396	0.4649578704
971	0.8258740306	0.4649292824
972	0.8259026408	0.4648971354
973	0.8259392381	0.4648613426
974	0.8259695172	0.4648286748
975	0.8259884119	0.4648032407
976	0.8260270655	0.4647627025
977	0.8260486126	0.4647358796
978	0.826084435	0.4647001736
979	0.8261076808	0.4646750868
980	0.8261297345	0.4646501447
981	0.8261541724	0.4646250868
982	0.8261776567	0.4645993345
983	0.8262106776	0.4645631655
984	0.8262349367	0.4645391782
985	0.8262532949	0.4645182002
986	0.8262882233	0.4644815972
987	0.82631284	0.4644527778
988	0.8263316154	0.464428125
989	0.8263568282	0.464400463
990	0.8263838887	0.4643699074
991	0.8264075518	0.4643433738
992	0.8264399171	0.4643088831
993	0.8264755607	0.4642735243
994	0.8265091777	0.4642372106
995	0.8265203238	0.4642208912
996	0.8265444636	0.4641923322
997	0.8265746236	0.46416114
998	0.8265966773	0.4641356481
999	0.826628983	0.4641014468
1000	0.8266518712	0.4640765914
1001	0.8266838789	0.46404511
1002	0.8267121911	0.4640162326
1003	0.8267390728	0.4639882234
1004	0.826762557	0.4639614583
1005	0.826777041	0.4639400463
1006	0.8268062472	0.4639042245
1007	0.8268302083	0.4638760127
1008	0.8268690109	0.4638364583
1009	0.8268969059	0.463808478
1010	0.8269185424	0.4637862269
1011	0.8269460797	0.4637521123
1012	0.8269806504	0.4637205729
1013	0.8269990087	0.463696441
1014	0.8270196915	0.463672338
1015	0.8270410895	0.4636472801
1016	0.8270608187	0.4636225694
1017	0.8270822167	0.4635992477
1018	0.8271084428	0.4635722801
1019	0.8271414042	0.4635369502
1020	0.8271672726	0.4635089988
1021	0.8271926939	0.4634804109
1022	0.8272164464	0.4634559028
1023	0.8272379637	0.4634308738
1024	0.8272587061	0.463407581
1025	0.8272835016	0.463380816
1026	0.8273140192	0.4633409144
1027	0.8273424506	0.4633092303
1028	0.8273735642	0.4632771412
1029	0.8274015188	0.4632469039
1030	0.8274250627	0.4632217014
1031	0.8274455667	0.4631993056
1032	0.8274694085	0.4631754919
1033	0.8275024295	0.4631384838
1034	0.8275363147	0.4631041956
1035	0.8275693059	0.4630733507
1036	0.8275850415	0.4630519676
1037	0.8276133537	0.4630215567
1038	0.8276376724	0.462995515
1039	0.8276623785	0.4629692998
1040	0.8276804388	0.4629478588
1041	0.8277147114	0.4629140336
1042	0.8277437687	0.4628833333
1043	0.8277720213	0.4628514178
1044	0.8277960718	0.4628240162
1045	0.8278268576	0.462792853
1046	0.8278511763	0.4627659722
1047	0.8278799653	0.4627332176
1048	0.8278977871	0.4627115451
1049	0.8279163241	0.4626897859
1050	0.8279368281	0.4626677083
1051	0.8279640675	0.4626388021
1052	0.8280020356	0.4626028646
1053	0.8280307651	0.4625719618
1054	0.8280539513	0.4625479745
1055	0.8280735016	0.4625261574
1056	0.8281038404	0.462496441
1057	0.8281233609	0.4624730613
1058	0.8281522393	0.4624440104
1059	0.828175813	0.4624184028
1060	0.8282012343	0.4623907118
1061	0.8282331228	0.462356713
1062	0.8282660246	0.4623256366
1063	0.8282956481	0.4622972801
1064	0.8283187747	0.4622697049
1065	0.8283383846	0.4622456597
1066	0.8283596635	0.4622221644
1067	0.8283712268	0.4622035301
1068	0.8283942938	0.462177228
1069	0.8284211159	0.46214511
1070	0.8284546137	0.4621112847
1071	0.8284806013	0.4620853299
1072	0.8285011649	0.462063831
1073	0.8285210133	0.4620409144
1074	0.8285439014	0.4620166667
1075	0.8285630047	0.4619945891
1076	0.8285972476	0.4619596644
1077	0.8286290765	0.4619306424
1078	0.8286570907	0.4618978877
1079	0.8286877573	0.461869184
1080	0.828712821	0.4618433449
1081	0.8287289739	0.4618233218
1082	0.8287613392	0.4617930266
1083	0.8287855387	0.4617689815
1084	0.8288118243	0.4617413484
1085	0.82883358	0.4617181424
1086	0.8288630843	0.4616878183
1087	0.8288930058	0.4616558738
1088	0.8289285302	0.4616190972
1089	0.8289536834	0.4615934028
1090	0.8289743066	0.4615712963
1091	0.8289915323	0.4615510706
1092	0.8290143609	0.4615262442
1093	0.8290427923	0.4614947338
1094	0.8290657103	0.4614720486
1095	0.8290876746	0.4614471354
1096	0.8291202486	0.4614160301
1097	0.8291406035	0.4613933738
1098	0.8291695118	0.4613618345
1099	0.829195261	0.4613356771
1100	0.8292277455	0.4613033854
1101	0.8292528391	0.4612752025
1102	0.8292738795	0.4612528356
1103	0.8292945623	0.461229456
1104	0.829318285	0.4612022859
1105	0.8293471932	0.4611734664
1106	0.8293673992	0.4611475116
1107	0.8293976784	0.4611176215
1108	0.8294142485	0.461098235
1109	0.8294250965	0.4610836806
1110	0.8294504285	0.4610576389
1111	0.8294692039	0.4610363137
1112	0.8295021057	0.4610046875
1113	0.8295307755	0.4609723669
1114	0.8295533061	0.4609481771
1115	0.8295725584	0.4609260127
1116	0.8295990229	0.4608959491
1117	0.8296247125	0.4608695023
1118	0.8296461105	0.4608463252
1119	0.8296673298	0.4608232639
1120	0.8296786547	0.4608056134
1121	0.8296991587	0.4607850405
1122	0.8297368884	0.4607494792
1123	0.8297748566	0.4607133102
1124	0.8297911286	0.4606932002
1125	0.8298101425	0.460670515
1126	0.8298395872	0.4606370081
1127	0.8298726678	0.4606054688
1128	0.8298873603	0.4605855903
1129	0.8299073577	0.4605610243
1130	0.8299427032	0.460525897
1131	0.829968214	0.4604998843
1132	0.8299976587	0.4604682002
1133	0.8300254941	0.4604417824
1134	0.8300457001	0.4604175926
1135	0.830063343	0.4603995081
1136	0.8300979137	0.4603650463
1137	0.8301118612	0.4603484954
1138	0.8301379085	0.4603212095
1139	0.8301589489	0.4602989005
1140	0.830183506	0.4602743634
1141	0.8302059174	0.4602528067
1142	0.830234468	0.4602245949
1143	0.830258131	0.4602019387
1144	0.8302690983	0.4601852431
1145	0.8302928209	0.4601586516
1146	0.8303176761	0.460133044
1147	0.8303354084	0.4601109375
1148	0.8303577304	0.4600872975
1149	0.8303771019	0.4600657697
1150	0.8303963542	0.4600416377
1151	0.8304322362	0.4600063947
1152	0.8304476142	0.4599866898
1153	0.8304714859	0.4599609375
1154	0.8304837942	0.4599463831
1155	0.8305006623	0.4599254919
1156	0.8305375576	0.4598925347
1157	0.8305625916	0.4598634549
1158	0.8305782676	0.4598423611
1159	0.8306002617	0.4598161748
1160	0.8306182027	0.4597938368
1161	0.8306291699	0.4597791377
1162	0.8306530118	0.4597553241
1163	0.8306705952	0.4597353009
1164	0.8306868672	0.4597168981
1165	0.8307116628	0.4596909433
1166	0.8307365179	0.4596641493
1167	0.8307666779	0.4596338831
1168	0.8307866454	0.4596112269
1169	0.8308163881	0.4595809896
1170	0.8308422863	0.45955136
1171	0.8308613002	0.4595286748
1172	0.8308932185	0.4594978877
1173	0.8309133053	0.4594750579
1174	0.8309468031	0.4594411748
1175	0.8309809566	0.4594086516
1176	0.8310017288	0.4593851852
1177	0.8310268223	0.4593569444
1178	0.8310586214	0.4593256655
1179	0.831087172	0.4592953993
1180	0.8311122656	0.4592699074
1181	0.8311366141	0.4592453993
1182	0.8311699927	0.4592139757
1183	0.8312045932	0.4591791956
1184	0.8312272429	0.4591565972
1185	0.8312640786	0.4591231192
1186	0.8312956095	0.4590905093
1187	0.8313182592	0.4590672743
1188	0.8313452601	0.4590388021
1189	0.8313635886	0.4590197917
1190	0.8313894272	0.458993287
1191	0.8314168453	0.4589632523
1192	0.8314372003	0.4589392072
1193	0.8314708471	0.4589074942
1194	0.8314994574	0.4588788484
1195	0.8315205574	0.4588568287
1196	0.8315467238	0.4588304109
1197	0.8315797448	0.4587994213
1198	0.8316037655	0.4587749711
1199	0.8316338062	0.4587441551
1200	0.8316653967	0.4587136285
1201	0.8316938877	0.458683015
1202	0.8317092955	0.4586648727
1203	0.8317407966	0.4586324363
1204	0.8317719102	0.4585988426
1205	0.8317924738	0.4585795139
1206	0.8318150043	0.4585549479
1207	0.8318448663	0.45852636
1208	0.8318718672	0.458500463
1209	0.8318929672	0.4584767361
1210	0.8319137096	0.4584539352
1211	0.8319333792	0.4584307002
1212	0.8319573998	0.4584067708
1213	0.8319734335	0.4583899595
1214	0.831999898	0.4583638889
1215	0.8320388198	0.4583271412
1216	0.8320688009	0.4582942998
1217	0.8320905566	0.4582713542
1218	0.8321182728	0.4582427951
1219	0.8321383595	0.4582221065
1220	0.8321498632	0.4582057002
1221	0.8321757317	0.4581796007
1222	0.8321971893	0.4581563368
1223	0.8322166204	0.4581365451
1224	0.8322400451	0.4581127604
1225	0.8322580159	0.4580943866
1226	0.8322861195	0.4580667824
1227	0.832316339	0.4580366319
1228	0.8323354721	0.4580172164
1229	0.8323644698	0.4579859664
1230	0.8323910832	0.4579582176
1231	0.832421869	0.4579251736
1232	0.8324497342	0.4578967593
1233	0.8324764073	0.4578681424
1234	0.832495451	0.4578468171
1235	0.8325140476	0.4578281539
1236	0.8325435221	0.4577953125
1237	0.8325675726	0.4577708623
1238	0.8326004446	0.4577375289
1239	0.8326215744	0.4577114294
1240	0.8326339722	0.4576957176
1241	0.8326509893	0.457675434
1242	0.8326780796	0.4576462384
1243	0.8326997757	0.4576226273
1244	0.8327257335	0.4575965856
1245	0.8327524662	0.4575689525
1246	0.8327777088	0.4575437789
1247	0.8328046203	0.457512934
1248	0.8328247666	0.4574907986
1249	0.8328384757	0.4574738715
1250	0.8328564167	0.4574556134
1251	0.8328818083	0.4574308738
1252	0.8329032063	0.4574077257
1253	0.8329251409	0.4573863137
1254	0.8329498768	0.457361603
1255	0.8329815865	0.4573315972
1256	0.8330038786	0.4573081308
1257	0.8330331445	0.4572796586
1258	0.8330555558	0.4572561343
1259	0.8330690861	0.4572407407
1260	0.8330887556	0.4572216725
1261	0.8331100941	0.4571991609
1262	0.8331338763	0.4571743924
1263	0.8331661522	0.4571416377
1264	0.8331851959	0.4571206308
1265	0.833199203	0.45710489
1266	0.8332235813	0.457080816
1267	0.8332509995	0.4570526331
1268	0.8332744837	0.4570292824
1269	0.8332961798	0.4570067708
1270	0.8333253264	0.4569755498
1271	0.8333414793	0.4569581019
1272	0.833370626	0.4569298611
1273	0.8333959579	0.4569032697
1274	0.8334187567	0.456879919
1275	0.8334370852	0.4568590856
1276	0.8334618807	0.4568353588
1277	0.8334851265	0.4568107639
1278	0.8335099816	0.4567818287
1279	0.8335284591	0.4567612269
1280	0.8335492611	0.456738831
1281	0.8335716426	0.4567155382
1282	0.8335984349	0.4566867477
1283	0.8336277008	0.4566559606
1284	0.8336479068	0.4566342303
1285	0.833666265	0.4566158854
1286	0.8336952925	0.4565851273
1287	0.8337176442	0.4565618924
1288	0.8337388635	0.4565394097
1289	0.8337776065	0.4565032986
1290	0.8337938488	0.4564833333
1291	0.833817482	0.4564591725
1292	0.833838284	0.4564391493
1293	0.83385849	0.4564174479
1294	0.8338827491	0.4563891204
1295	0.8339053392	0.4563659722
1296	0.833928287	0.4563398437
1297	0.8339543939	0.4563133391
1298	0.8339751363	0.4562897859
1299	0.8340036273	0.4562602431
1300	0.834032774	0.4562302662
1301	0.8340547681	0.4562072049
1302	0.8340928555	0.4561719329
1303	0.8341237009	0.4561414931
1304	0.8341472149	0.4561163773
1305	0.8341721296	0.4560912037
1306	0.8341993093	0.4560623843
1307	0.8342312574	0.4560322627
1308	0.8342537284	0.4560078414
1309	0.8342793882	0.4559818287
1310	0.834302187	0.4559581308
1311	0.8343278766	0.4559333623
1312	0.8343461752	0.4559146991
1313	0.8343747854	0.4558859664
1314	0.8343967795	0.4558625579
1315	0.8344144821	0.4558436053
1316	0.8344305754	0.4558225694
1317	0.834464252	0.4557904514
1318	0.8344752192	0.4557768519
1319	0.834510833	0.45574239
1320	0.8345281482	0.4557245081
1321	0.8345549107	0.4556918692
1322	0.8345902562	0.4556556713
1323	0.8346115351	0.4556302662
1324	0.8346362114	0.4556061343
1325	0.8346484601	0.4555912326
1326	0.83468014	0.4555595197
1327	0.8346945345	0.4555438368
1328	0.8347157836	0.4555228588
1329	0.8347352147	0.4555012442
1330	0.834764421	0.4554703993
1331	0.8347826004	0.4554503472
1332	0.834807992	0.4554240451
1333	0.8348273635	0.4554024016
1334	0.8348536491	0.4553756076
1335	0.8348748386	0.4553531539
1336	0.8349098861	0.4553173032
1337	0.8349390626	0.4552878762
1338	0.8349637389	0.4552640625
1339	0.8349894881	0.4552383102
1340	0.8350200951	0.4552081887
1341	0.8350422084	0.4551852431
1342	0.8350683451	0.4551603299
1343	0.8350825906	0.4551471065
1344	0.8351075649	0.4551223669
1345	0.8351381123	0.4550897859
1346	0.8351663351	0.4550618345
1347	0.8351844549	0.4550407407
1348	0.8352195024	0.4550060764
1349	0.835242033	0.4549827546
1350	0.8352704048	0.4549545718
1351	0.8352968097	0.4549295718
1352	0.8353155255	0.454909809
1353	0.8353379965	0.4548878472
1354	0.8353561759	0.4548664352
1355	0.8353817165	0.454841522
1356	0.8354044557	0.4548183738
1357	0.8354268074	0.4547977431
1358	0.8354453444	0.4547769965
1359	0.8354600072	0.4547627025
1360	0.8354748487	0.4547451389
1361	0.8354972899	0.4547222801
1362	0.8355208337	0.4546981771
1363	0.8355463743	0.4546725405
1364	0.8355810642	0.454637037
1365	0.8356059194	0.4546101273
1366	0.8356272578	0.454588831
1367	0.8356505632	0.4545636863
1368	0.8356661201	0.4545458044
1369	0.8356875181	0.4545237269
1370	0.8357074857	0.4545045428
1371	0.8357304335	0.4544809896
1372	0.8357567787	0.454452228
1373	0.835783124	0.4544238426
1374	0.8358056545	0.4544000868
1375	0.8358255625	0.4543780961
1376	0.8358477354	0.4543563657
1377	0.8358819485	0.4543235532
1378	0.835912019	0.4542934028
1379	0.8359383345	0.4542684317
1380	0.8359667063	0.4542394387
1381	0.8359824121	0.4542221933
1382	0.8360027075	0.4542004051
1383	0.8360388875	0.4541632812
1384	0.8360596299	0.4541417824
1385	0.8360879719	0.4541141493
1386	0.8361126781	0.4540896701
1387	0.8361335993	0.4540655093
1388	0.83614856	0.4540500289
1389	0.8361700177	0.4540279225
1390	0.8361848593	0.4540110822
1391	0.8362135887	0.453983015
1392	0.8362371325	0.4539583912
1393	0.8362496495	0.4539430266
1394	0.8362808228	0.4539140336
1395	0.8362938762	0.4538991319
1396	0.8363184929	0.4538756655
1397	0.8363425732	0.4538513889
1398	0.8363723755	0.4538203704
1399	0.8364038467	0.4537878472
1400	0.8364256918	0.4537617187
1401	0.8364463449	0.453738831
1402	0.8364803791	0.4537059606
1403	0.8364983499	0.4536859954
1404	0.8365296721	0.4536550637
1405	0.8365558386	0.4536291377
1406	0.8365808129	0.4536021123
1407	0.8366023302	0.4535785012
1408	0.8366208076	0.453558912
1409	0.8366523385	0.4535302951
1410	0.836674273	0.4535085648
1411	0.8367007971	0.4534815683
1412	0.8367296159	0.4534480035
1413	0.8367524743	0.4534250579
1414	0.8367749453	0.4534032118
1415	0.8367998004	0.4533762442
1416	0.8368239403	0.4533524595
1417	0.8368504643	0.4533233507
1418	0.8368699551	0.4533003183
1419	0.8368961215	0.4532743056
1420	0.8369106054	0.4532583912
1421	0.8369297981	0.4532378762
1422	0.8369590044	0.4532068866
1423	0.8369846344	0.4531801794
1424	0.837012589	0.4531538773
1425	0.837025702	0.4531402199
1426	0.8370427489	0.453122772
1427	0.8370587826	0.4531068576
1428	0.8370845914	0.4530796875
1429	0.8371129036	0.4530522569
1430	0.8371278644	0.4530389468
1431	0.8371427059	0.4530221644
1432	0.837164402	0.4529998264
1433	0.8371809125	0.4529804398
1434	0.8371981084	0.452962066
1435	0.8372256756	0.4529325521
1436	0.8372439146	0.4529137731
1437	0.8372631669	0.4528953125
1438	0.8372901678	0.4528688657
1439	0.8373198509	0.452839294
1440	0.8373463154	0.4528106481
1441	0.837375164	0.4527833044
1442	0.837389648	0.4527676505
1443	0.8374199271	0.45273886
1444	0.8374423385	0.452718287
1445	0.8374541998	0.4527050926
1446	0.8374704719	0.4526872685
1447	0.837492764	0.4526636285
1448	0.8375167847	0.4526395833
1449	0.8375393152	0.4526163194
1450	0.837561667	0.452591059
1451	0.8375806212	0.4525699363
1452	0.8376073837	0.4525429977
1453	0.8376407623	0.4525101563
1454	0.8376671076	0.4524855613
1455	0.8376863003	0.452466059
1456	0.8377098441	0.4524418403
1457	0.8377366364	0.4524147569
1458	0.8377544284	0.45239511
1459	0.8377736211	0.4523735532
1460	0.8377962708	0.4523513889
1461	0.8378241062	0.4523225116
1462	0.8378431201	0.4523022859
1463	0.837870121	0.4522763021
1464	0.8378981948	0.4522497685
1465	0.837927103	0.4522192708
1466	0.837957561	0.4521899884
1467	0.8379780054	0.4521677373
1468	0.8379985094	0.4521478877
1469	0.8380177021	0.4521265625
1470	0.8380294442	0.4521115162
1471	0.8380609751	0.4520824363
1472	0.8380846977	0.4520582465
1473	0.83810848	0.4520341146
1474	0.838134408	0.4520065972
1475	0.8381659687	0.4519752604
1476	0.8381911218	0.4519506944
1477	0.8382133842	0.4519254051
1478	0.838234365	0.4519017361
1479	0.8382595181	0.451877228
1480	0.8382802308	0.4518538773
1481	0.8383076191	0.4518275752
1482	0.8383264542	0.4518054977
1483	0.8383552432	0.4517789931
1484	0.8383709192	0.4517631655
1485	0.8383817673	0.4517511574
1486	0.8384102881	0.4517215278
1487	0.83843714	0.4516960069
1488	0.8384636641	0.4516696759
1489	0.8384748101	0.4516569155
1490	0.8384968638	0.4516342593
1491	0.8385145664	0.4516154803
1492	0.8385350704	0.4515935764
1493	0.8385677934	0.4515603009
1494	0.8385988474	0.4515306713
1495	0.8386152983	0.4515137153
1496	0.8386439681	0.4514847222
1497	0.838673532	0.4514567998
1498	0.838694334	0.4514355903
1499	0.8387293816	0.4514022569
1500	0.8387468755	0.4513828993
1501	0.8387627006	0.4513671586
1502	0.8387838602	0.4513442708
1503	0.8388017416	0.4513260706
1504	0.8388220668	0.4513046586
1505	0.8388438821	0.451283478
1506	0.8388743401	0.4512527488
1507	0.8389021456	0.4512242766
1508	0.8389283717	0.4511974826
1509	0.8389487863	0.4511755208
1510	0.838973105	0.4511495081
1511	0.8389960527	0.4511250868
1512	0.8390052915	0.4511162037
1513	0.8390325308	0.4510895255
1514	0.8390594125	0.4510618056
1515	0.8390854597	0.4510365741
1516	0.839109242	0.4510127315
1517	0.8391353488	0.450987066
1518	0.8391624093	0.4509591725
1519	0.8391840756	0.4509366319
1520	0.8392130733	0.450908478
1521	0.8392304182	0.4508903935
1522	0.8392603993	0.450859838
1523	0.8392804861	0.4508384549
1524	0.839302063	0.4508162326
1525	0.8393207192	0.4507967303
1526	0.8393377662	0.4507766782
1527	0.8393598199	0.4507525463
1528	0.8393864632	0.4507266782
1529	0.8393989205	0.4507141204
1530	0.8394134641	0.4506994502
1531	0.8394365907	0.4506752604
1532	0.8394648433	0.4506450521
1533	0.8394883871	0.4506215567
1534	0.8395056725	0.4506039931
1535	0.839518249	0.4505870081
1536	0.8395399749	0.4505649884
1537	0.8395696878	0.4505352431
1538	0.8395803869	0.4505227141
1539	0.839605093	0.4504993056
1540	0.8396395445	0.4504664931
1541	0.8396703601	0.4504360822
1542	0.8396930099	0.4504118056
1543	0.839721024	0.4503853009
1544	0.8397498131	0.4503578704
1545	0.8397727013	0.4503338542
1546	0.839797914	0.4503090278
1547	0.8398249149	0.4502838831
1548	0.8398423195	0.4502656829
1549	0.8398734927	0.4502329282
1550	0.8398910165	0.4502136285
1551	0.8399037123	0.4501987558
1552	0.8399219513	0.4501805556
1553	0.8399378359	0.4501656539
1554	0.8399645686	0.450139265
1555	0.8399915695	0.4501126736
1556	0.840010047	0.450093316
1557	0.8400295973	0.4500709201
1558	0.8400454521	0.4500523148
1559	0.8400690556	0.4500293403
1560	0.8400908113	0.4500094618
1561	0.840116024	0.4499842303
1562	0.8401412964	0.4499582176
1563	0.840165019	0.449933478
1564	0.8401959538	0.4499042824
1565	0.8402149081	0.449884809
1566	0.8402374387	0.4498627315
1567	0.840258956	0.4498398727
1568	0.8402879834	0.4498125
1569	0.8403096199	0.4497903935
1570	0.8403384686	0.4497625579
1571	0.8403578401	0.4497416377
1572	0.8403746486	0.4497241609
1573	0.8404052854	0.4496956887
1574	0.8404145837	0.449683912
1575	0.8404495418	0.449650463
1576	0.8404756188	0.449625463
1577	0.840488553	0.449610706
1578	0.8405165076	0.4495827546
1579	0.8405355811	0.4495637153
1580	0.84055233	0.4495457755
1581	0.8405787945	0.4495197917
1582	0.8406058252	0.4494934028
1583	0.8406357765	0.4494643808
1584	0.8406642079	0.4494356481
1585	0.8406813741	0.449417419
1586	0.840715766	0.4493846354
1587	0.8407361507	0.4493632813
1588	0.8407579064	0.4493402199
1589	0.8407744169	0.4493226273
1590	0.8407952189	0.449300463
1591	0.8408178091	0.449278125
1592	0.8408257067	0.4492694444
1593	0.8408373594	0.4492534433
1594	0.840855062	0.4492360532
1595	0.8408626616	0.4492274306
1596	0.840885222	0.4492053241
1597	0.8409006596	0.4491889757
1598	0.8409172893	0.4491707176
1599	0.8409366608	0.4491506366
1600	0.8409594893	0.4491282986
1601	0.8409858942	0.4491007813
1602	0.8410038352	0.4490816551
1603	0.8410156369	0.4490694155
1604	0.8410300612	0.4490543692
1605	0.8410527706	0.4490301794
1606	0.8410691917	0.4490135995
1607	0.8410952687	0.4489868634
1608	0.8411183357	0.4489626157
1609	0.8411312699	0.448948206
1610	0.8411629796	0.4489163484
1611	0.8411858678	0.44889511
1612	0.8412111998	0.4488680556
1613	0.8412327766	0.4488450231
1614	0.8412520885	0.4488265336
1615	0.841273874	0.448803588
1616	0.8412965536	0.4487783565
1617	0.8413136005	0.4487612269
1618	0.8413321972	0.448741059
1619	0.8413532078	0.4487207465
1620	0.841375351	0.4486980613
1621	0.841396451	0.4486765046
1622	0.8414102793	0.4486617187
1623	0.8414356112	0.4486381076
1624	0.8414541483	0.4486172743
1625	0.8414862752	0.4485873264
1626	0.8415157795	0.4485598958
1627	0.8415356874	0.4485411748
1628	0.8415592909	0.448518287
1629	0.8415760696	0.4485017361
1630	0.8415970206	0.4484810475
1631	0.8416200876	0.4484578125
1632	0.841642499	0.4484369792
1633	0.8416545689	0.448420978
1634	0.8416785598	0.4483965278
1635	0.8417003751	0.4483746238
1636	0.8417333961	0.4483437789
1637	0.8417547345	0.4483223958
1638	0.8417708874	0.4483054109
1639	0.8417906165	0.4482851273
1640	0.8418142796	0.448261169
1641	0.8418360353	0.4482404514
1642	0.8418521881	0.448223235
1643	0.8418649435	0.4482105903
1644	0.8418809175	0.4481930845
1645	0.8418988585	0.4481751736
1646	0.8419205546	0.4481540509
1647	0.841932416	0.4481394387
1648	0.8419539928	0.4481177373
1649	0.8419761956	0.4480950521
1650	0.841997683	0.4480735822
1651	0.8420081139	0.4480623843
1652	0.8420399427	0.4480293692
1653	0.8420615792	0.4480081887
1654	0.842094332	0.4479743924
1655	0.8421180248	0.4479509838
1656	0.8421482444	0.447921875
1657	0.8421749473	0.4478961516
1658	0.842197597	0.4478736111
1659	0.8422186971	0.4478533854
1660	0.842233181	0.447837934
1661	0.8422558606	0.4478168981
1662	0.8422685266	0.4478034722
1663	0.8422932625	0.447779022
1664	0.8423038125	0.4477685185
1665	0.8423194587	0.447751765
1666	0.8423351049	0.4477354167
1667	0.8423523903	0.4477185764
1668	0.8423681855	0.4477039931
1669	0.8423914313	0.4476813368
1670	0.8424170017	0.4476543113
1671	0.8424383998	0.4476331887
1672	0.8424549997	0.4476144387
1673	0.8424849212	0.4475841435
1674	0.8424972296	0.4475708044
1675	0.8425163627	0.4475514468
1676	0.8425387144	0.4475288773
1677	0.8425591588	0.4475079282
1678	0.8425779939	0.4474866319
1679	0.8426020443	0.4474626447
1680	0.8426226974	0.4474426794
1681	0.8426442146	0.4474208912
1682	0.8426637053	0.4474025752
1683	0.8426932693	0.447373235
1684	0.8427137136	0.4473528935
1685	0.8427308202	0.4473341435
1686	0.8427399397	0.4473243634
1687	0.8427615166	0.4473033275
1688	0.8427860737	0.4472791377
1689	0.8428192139	0.4472445891
1690	0.8428310752	0.4472315972
1691	0.8428499401	0.4472122106
1692	0.8428700566	0.4471903935
1693	0.8428904414	0.4471708044
1694	0.8429139256	0.447148206
1695	0.8429285586	0.4471333623
1696	0.8429569006	0.4471064236
1697	0.8429811597	0.4470831308
1698	0.8430051804	0.4470584491
1699	0.8430235386	0.4470394387
1700	0.8430484533	0.4470128762
1701	0.8430560231	0.4470047164
1702	0.8430749178	0.4469868924
1703	0.8430993557	0.4469633681
1704	0.8431224823	0.446939294
1705	0.8431498408	0.4469127315
1706	0.8431822658	0.4468828414
1707	0.8431984782	0.4468635417
1708	0.8432138562	0.4468463831
1709	0.8432393372	0.4468214988
1710	0.8432565033	0.446803559
1711	0.8432685733	0.4467899016
1712	0.8432780504	0.4467791377
1713	0.8432979584	0.446756713
1714	0.8433215618	0.4467331597
1715	0.8433423638	0.4467131944
1716	0.8433586955	0.4466950521
1717	0.8433725834	0.4466812211
1718	0.8433906436	0.4466627894
1719	0.8434125781	0.4466397859
1720	0.8434285522	0.4466229745
1721	0.8434487581	0.4466032118
