iter	AUC	CrossEntropy
1722	0.8434798121	0.4465735822
1723	0.8434891105	0.4465635995
1724	0.8435056806	0.4465474537
1725	0.8435200155	0.4465322917
1726	0.8435416222	0.4465089988
1727	0.8435505927	0.4464999421
1728	0.8435701728	0.4464809896
1729	0.8435857296	0.4464650463
1730	0.8435995579	0.4464516782
1731	0.8436200023	0.4464302373
1732	0.8436455727	0.4464053241
1733	0.8436638713	0.4463873553
1734	0.8436797857	0.4463716146
1735	0.8437084556	0.4463448495
1736	0.8437286019	0.4463248553
1737	0.8437452316	0.4463086516
1738	0.843770504	0.4462839699
1739	0.8437920809	0.4462632812
1740	0.8438173532	0.4462391782
1741	0.8438366652	0.4462195023
1742	0.8438583016	0.4461971644
1743	0.843878597	0.4461761285
1744	0.8438959718	0.4461578125
1745	0.8439154029	0.446137963
1746	0.8439338803	0.4461204861
1747	0.843947798	0.4461064815
1748	0.8439695239	0.4460857639
1749	0.843988061	0.4460675926
1750	0.8440051675	0.4460496528
1751	0.8440121412	0.4460419271
1752	0.8440348506	0.4460199363
1753	0.8440546393	0.4459994502
1754	0.8440788984	0.4459756366
1755	0.8440941572	0.4459568866
1756	0.8441270888	0.4459256655
1757	0.8441540301	0.4458989583
1758	0.8441812396	0.4458717303
1759	0.844204843	0.4458477141
1760	0.8442286253	0.4458234086
1761	0.8442507386	0.4458004051
1762	0.8442669511	0.4457836516
1763	0.8442797065	0.4457694444
1764	0.8443133235	0.4457371817
1765	0.8443349004	0.4457167535
1766	0.8443550467	0.4456960938
1767	0.844368577	0.4456831887
1768	0.844396472	0.445654919
1769	0.8444102407	0.4456399595
1770	0.8444263935	0.4456227431
1771	0.8444368839	0.4456118634
1772	0.8444575667	0.4455895833
1773	0.844476521	0.445569647
1774	0.8444867432	0.445559375
1775	0.8445135951	0.4455327257
1776	0.8445295691	0.4455153935
1777	0.8445503712	0.4454937789
1778	0.8445731997	0.4454704282
1779	0.8445999026	0.4454452836
1780	0.8446189165	0.4454278935
1781	0.8446435332	0.4454043113
1782	0.8446618915	0.4453841435
1783	0.8446853161	0.445362066
1784	0.844712019	0.4453360822
1785	0.8447260857	0.4453209491
1786	0.8447323442	0.4453131944
1787	0.8447455764	0.4452978588
1788	0.8447526693	0.4452893808
1789	0.8447766304	0.4452668403
1790	0.8447969854	0.4452449653
1791	0.8448217511	0.4452202836
1792	0.8448357582	0.4452062789
1793	0.8448500633	0.445191985
1794	0.8448579311	0.4451832176
1795	0.8448761702	0.4451644097
1796	0.8448982537	0.4451427373
1797	0.8449114561	0.4451292245
1798	0.8449342251	0.4451040799
1799	0.8449554443	0.4450846354
1800	0.8449756503	0.4450643519
1801	0.8449985385	0.4450425926
1802	0.8450188637	0.445023206
1803	0.8450384736	0.4450025174
1804	0.8450673819	0.4449746238
1805	0.8450922966	0.4449492766
1806	0.8451122046	0.4449284144
1807	0.845136404	0.4449023437
1808	0.8451500535	0.4448872106
1809	0.8451705575	0.4448675347
1810	0.8451926708	0.4448447627
1811	0.8452160954	0.444822309
1812	0.8452384174	0.4448005498
1813	0.845251441	0.4447876736
1814	0.8452606797	0.4447772859
1815	0.8452866673	0.4447528067
1816	0.8453047872	0.4447356481
1817	0.8453190923	0.4447211516
1818	0.8453369737	0.4447029514
1819	0.8453453183	0.4446931424
1820	0.8453718424	0.4446662037
1821	0.8453984559	0.4446402488
1822	0.8454236388	0.4446166377
1823	0.8454471231	0.4445927951
1824	0.8454635143	0.4445769097
1825	0.8454771042	0.4445617477
1826	0.8454968929	0.4445421296
1827	0.8455172181	0.4445208044
1828	0.8455366194	0.4445028356
1829	0.8455522656	0.4444852141
1830	0.8455673456	0.4444703993
1831	0.8455786109	0.4444590278
1832	0.8455914855	0.4444444734
1833	0.8456121683	0.4444244213
1834	0.8456459045	0.4443914352
1835	0.8456622362	0.4443745949
1836	0.8456736803	0.4443630498
1837	0.845690459	0.444346875
1838	0.8457009792	0.4443351852
1839	0.845719099	0.4443175926
1840	0.8457398415	0.444296441
1841	0.8457658887	0.4442696181
1842	0.8457862735	0.4442501157
1843	0.84580791	0.444226794
1844	0.8458365798	0.4441990451
1845	0.8458522856	0.4441829282
1846	0.8458662629	0.4441696181
1847	0.8458784819	0.4441569444
1848	0.8459009528	0.4441341435
1849	0.8459244967	0.4441100694
1850	0.8459412158	0.4440943287
1851	0.8459588289	0.4440764757
1852	0.8459835351	0.4440526331
1853	0.8459986448	0.4440378472
1854	0.8460114598	0.444025434
1855	0.8460200131	0.4440162037
1856	0.8460263908	0.4440098958
1857	0.8460441232	0.4439925637
1858	0.8460668921	0.4439708623
1859	0.8460867405	0.443950463
1860	0.8460969329	0.4439394676
1861	0.8461094499	0.4439274595
1862	0.8461443782	0.4438938657
1863	0.8461602926	0.4438785301
1864	0.8461774588	0.4438627604
1865	0.8462067544	0.4438349248
1866	0.8462249637	0.4438173611
1867	0.8462428451	0.4437997106
1868	0.8462606668	0.4437809896
1869	0.846287787	0.4437527488
1870	0.846314013	0.4437272859
1871	0.8463411331	0.4437018229
1872	0.8463640809	0.4436780382
1873	0.8463787436	0.4436626736
1874	0.8463980258	0.44364239
1875	0.8464199305	0.4436208623
1876	0.8464387059	0.4436018519
1877	0.8464519978	0.4435884549
1878	0.8464690447	0.443570081
1879	0.8464927077	0.4435453125
1880	0.8465081453	0.4435310764
1881	0.8465302587	0.4435078125
1882	0.8465556502	0.4434834201
1883	0.846573472	0.4434651042
1884	0.8465893865	0.443448669
1885	0.8466042876	0.4434347512
1886	0.8466208577	0.4434182292
1887	0.8466348052	0.4434033854
1888	0.8466570377	0.4433793113
1889	0.8466701508	0.4433666956
1890	0.8466871381	0.4433504919
1891	0.8467131555	0.4433264178
1892	0.8467307687	0.4433094329
1893	0.8467440009	0.4432947338
1894	0.846778214	0.4432619213
1895	0.8467983603	0.4432414352
1896	0.8468241096	0.4432159144
1897	0.8468387127	0.4432021701
1898	0.8468557596	0.4431850405
1899	0.8468766212	0.4431661748
1900	0.8468947411	0.4431494213
1901	0.8469238281	0.4431185764
1902	0.8469533026	0.443087934
1903	0.8469703197	0.4430715856
1904	0.8469939232	0.4430496528
1905	0.8470106125	0.4430310764
1906	0.8470249176	0.4430178819
1907	0.8470452726	0.4429979456
1908	0.8470572233	0.4429851273
1909	0.8470855951	0.4429569155
1910	0.8471108973	0.442933015
1911	0.8471223712	0.4429224248
1912	0.847137332	0.4429070602
1913	0.8471503854	0.4428927951
1914	0.8471696377	0.4428737269
1915	0.8471851945	0.4428578414
1916	0.8472017646	0.4428418113
1917	0.8472230434	0.4428203414
1918	0.8472328186	0.4428096644
1919	0.8472520113	0.4427914931
1920	0.8472789526	0.4427655961
1921	0.847310245	0.4427343461
1922	0.8473301232	0.442714728
1923	0.8473488688	0.4426934896
1924	0.8473765254	0.4426659433
1925	0.8473867178	0.4426546007
1926	0.8474020362	0.4426397569
1927	0.8474211693	0.4426201678
1928	0.8474346399	0.4426068866
1929	0.8474572897	0.4425850984
1930	0.8474789858	0.4425625868
1931	0.8474884629	0.4425533565
1932	0.8475089073	0.4425334201
1933	0.8475303054	0.4425112269
1934	0.8475461602	0.4424960359
1935	0.84756881	0.4424729745
1936	0.847579062	0.4424627315
1937	0.8475993276	0.442441956
1938	0.8476190567	0.442423206
1939	0.847636044	0.4424063947
1940	0.8476672769	0.4423745081
1941	0.8477035761	0.442341956
1942	0.8477146029	0.4423313947
1943	0.8477285504	0.442317419
1944	0.8477392495	0.4423056424
1945	0.8477570415	0.4422894387
1946	0.8477725387	0.442271441
1947	0.8477891088	0.4422529225
1948	0.8478069007	0.4422348958
1949	0.8478299975	0.4422137442
1950	0.8478496373	0.4421938079
1951	0.8478654623	0.4421784144
1952	0.8478811383	0.4421632523
1953	0.8479092419	0.4421366609
1954	0.8479186296	0.442125897
1955	0.8479269743	0.4421157697
1956	0.8479425907	0.4421005787
1957	0.8479595184	0.4420824363
1958	0.847966969	0.4420747975
1959	0.8479856849	0.4420551794
1960	0.8479955792	0.4420440683
1961	0.848010242	0.442030353
1962	0.8480347395	0.4420056713
1963	0.8480603695	0.4419804109
1964	0.8480680585	0.4419720197
1965	0.8480811715	0.4419587963
1966	0.8480978906	0.4419422164
1967	0.8481120467	0.4419287616
1968	0.8481197357	0.4419204861
1969	0.8481343389	0.44190489
1970	0.8481544256	0.4418828125
1971	0.8481694162	0.4418674479
1972	0.8481857181	0.4418513889
1973	0.8482108712	0.4418277778
1974	0.8482326865	0.4418051505
1975	0.8482500315	0.4417873843
1976	0.8482632041	0.4417738715
1977	0.848280251	0.4417572049
1978	0.8482858539	0.4417510706
1979	0.848312676	0.4417249421
1980	0.848344326	0.441693316
1981	0.8483679295	0.4416711227
1982	0.8483926654	0.4416476273
1983	0.8484126925	0.4416279803
1984	0.8484225869	0.441618287
1985	0.8484301567	0.4416105903
1986	0.8484482765	0.4415929687
1987	0.8484678864	0.4415753762
1988	0.8484848738	0.4415585938
1989	0.8484992087	0.4415427373
1990	0.8485241532	0.4415183738
1991	0.8485316038	0.4415105613
1992	0.8485572934	0.4414835648
1993	0.8485791683	0.4414635127
1994	0.8485967815	0.4414470775
1995	0.8486093283	0.4414349248
1996	0.8486158848	0.4414271123
1997	0.8486360908	0.4414077546
1998	0.848652184	0.4413923032
1999	0.84866485	0.4413787905
2000	0.8486934304	0.4413502604
2001	0.8487161994	0.4413277488
2002	0.8487282991	0.4413163194
2003	0.8487484455	0.4412969039
2004	0.8487703204	0.4412751157
2005	0.848793745	0.4412534722
2006	0.8488094211	0.4412369502
2007	0.848813951	0.4412306424
2008	0.8488283753	0.4412164931
2009	0.8488439918	0.4411990162
2010	0.8488684595	0.4411747106
2011	0.8488862216	0.4411577546
2012	0.8489040732	0.4411403067
2013	0.8489147425	0.4411300058
2014	0.8489314318	0.4411131366
2015	0.8489603996	0.4410841725
2016	0.8489844799	0.441061169
2017	0.8489941955	0.4410502025
2018	0.8490053415	0.4410396412
2019	0.8490272164	0.44101875
2020	0.8490376174	0.4410071181
2021	0.849049747	0.4409944155
2022	0.8490598798	0.4409843461
2023	0.8490822911	0.4409618924
2024	0.849093318	0.4409502894
2025	0.8491109014	0.4409315683
2026	0.849129498	0.4409125579
2027	0.8491415381	0.4409007234
2028	0.8491654396	0.4408758102
2029	0.8491792083	0.4408600116
2030	0.8491922021	0.4408472801
2031	0.8492081165	0.440831684
2032	0.8492193818	0.440820081
2033	0.8492353559	0.4408030382
2034	0.8492594361	0.4407798032
2035	0.8492729664	0.4407661748
2036	0.8492929935	0.4407454861
2037	0.8493046761	0.440733015
2038	0.8493203521	0.4407164063
2039	0.8493289351	0.4407076389
2040	0.8493457139	0.4406905671
2041	0.8493602574	0.4406751447
2042	0.8493721485	0.4406634838
2043	0.8493877649	0.4406470486
2044	0.8494157195	0.4406200231
2045	0.8494352102	0.4405993345
2046	0.8494516015	0.4405840567
2047	0.8494600058	0.4405764178
2048	0.8494727612	0.4405613137
2049	0.8494854271	0.4405478009
2050	0.8494962454	0.4405367766
2051	0.8495178819	0.440514728
2052	0.8495339155	0.4404981481
2053	0.8495453	0.4404864294
2054	0.8495693207	0.4404640336
2055	0.8495826721	0.4404501447
2056	0.8496056795	0.4404280961
2057	0.8496367931	0.4403977431
2058	0.849655807	0.4403791956
2059	0.8496626019	0.4403721644
2060	0.849670589	0.4403627025
2061	0.8496875763	0.4403465856
2062	0.8497008681	0.4403329572
2063	0.8497105837	0.440323235
2064	0.8497224152	0.4403104167
2065	0.8497323394	0.4402984954
2066	0.849748075	0.4402827257
2067	0.8497635126	0.4402662616
2068	0.8497799635	0.4402502894
2069	0.8497933149	0.4402362558
2070	0.8498117924	0.4402164641
2071	0.8498226404	0.4402057581
2072	0.8498459458	0.4401834491
2073	0.8498584628	0.4401694444
2074	0.8498665094	0.4401601852
2075	0.8498831391	0.4401435185
2076	0.8499019742	0.4401250868
2077	0.8499237895	0.4401051794
2078	0.8499336839	0.4400944155
2079	0.84995538	0.440073206
2080	0.8499714136	0.4400570313
2081	0.849988997	0.4400402778
2082	0.8500140905	0.4400159722
2083	0.8500272036	0.4400019097
2084	0.8500461578	0.4399827257
2085	0.8500654697	0.4399641204
2086	0.8500923514	0.4399364294
2087	0.8501005471	0.4399273148
2088	0.8501127064	0.4399131655
2089	0.8501342535	0.4398920139
2090	0.8501507044	0.4398761863
2091	0.8501669168	0.4398606771
2092	0.8501722217	0.4398541088
2093	0.8501901031	0.4398374132
2094	0.8502083123	0.4398198785
2095	0.8502211571	0.439805353
2096	0.850235939	0.4397904225
2097	0.8502539992	0.4397725984
2098	0.8502677977	0.4397600984
2099	0.8502798676	0.4397479456
2100	0.8502996564	0.4397272569
2101	0.8503279984	0.4396993634
2102	0.8503469825	0.4396809606
2103	0.8503567874	0.4396709201
2104	0.8503634334	0.4396634259
2105	0.8503801823	0.4396471933
2106	0.8503968716	0.4396311343
2107	0.8504082561	0.4396197338
2108	0.8504253626	0.4396031829
2109	0.8504385948	0.439589294
2110	0.8504612446	0.4395658565
2111	0.8504810333	0.4395465567
2112	0.8504964113	0.439530353
2113	0.8505192697	0.4395061921
2114	0.8505341411	0.4394908565
2115	0.850551486	0.4394734086
2116	0.8505652547	0.4394591146
2117	0.850576818	0.4394469329
2118	0.850600183	0.4394239005
2119	0.850620687	0.4394036169
2120	0.8506358862	0.4393877315
2121	0.8506518602	0.4393717303
2122	0.850680232	0.4393409433
2123	0.8507025838	0.4393180845
2124	0.8507167101	0.4393028356
2125	0.8507241607	0.4392947917
2126	0.8507564962	0.4392646123
2127	0.850771606	0.4392475405
2128	0.8507879972	0.4392300058
2129	0.8508029878	0.439215162
2130	0.8508231044	0.4391956597
2131	0.8508399129	0.4391785012
2132	0.8508558869	0.4391614294
2133	0.8508677185	0.4391475116
2134	0.8508755565	0.4391389178
2135	0.8508888185	0.4391264468
2136	0.8509090543	0.439106684
2137	0.8509218693	0.439094184
2138	0.8509365916	0.4390781539
2139	0.8509632051	0.4390528356
2140	0.8509726524	0.4390418113
2141	0.8509982824	0.4390166088
2142	0.8510121107	0.4390035012
2143	0.8510245681	0.4389907407
2144	0.8510388732	0.4389747975
2145	0.8510643244	0.4389510995
2146	0.8510795236	0.4389346644
2147	0.8510907292	0.438923235
2148	0.8511107564	0.4389037037
2149	0.8511292338	0.4388852141
2150	0.8511502147	0.438862963
2151	0.8511651754	0.4388479745
2152	0.8511819243	0.4388315683
2153	0.8511890769	0.4388231771
2154	0.8511993289	0.4388120081
2155	0.8512096703	0.4388009838
2156	0.8512236178	0.4387863426
2157	0.851235956	0.4387738137
2158	0.8512658477	0.438745544
2159	0.8512846529	0.4387262731
2160	0.8512915969	0.4387186343
2161	0.8513074517	0.4387023148
2162	0.8513142467	0.4386940683
2163	0.8513292968	0.4386803241
2164	0.8513391614	0.43867011
2165	0.8513533473	0.4386556424
2166	0.8513651788	0.4386437211
2167	0.8513769209	0.4386304977
2168	0.8513874412	0.438619647
2169	0.8514062762	0.4386007813
2170	0.8514185548	0.4385888889
2171	0.8514422178	0.4385658565
2172	0.8514585495	0.4385496528
2173	0.8514885902	0.4385215856
2174	0.8515033126	0.4385054688
2175	0.8515178561	0.4384914641
2176	0.8515430689	0.4384668981
2177	0.8515607119	0.4384492187
2178	0.8515716791	0.4384381366
2179	0.851598084	0.4384121238
2180	0.8516146541	0.4383953125
2181	0.8516335189	0.438375463
2182	0.8516465724	0.4383609954
2183	0.8516651392	0.438341522
2184	0.8516942263	0.4383135995
2185	0.8517098427	0.4382974248
2186	0.8517237902	0.4382835069
2187	0.8517418504	0.4382660301
2188	0.8517566919	0.4382503762
2189	0.8517628908	0.4382431134
2190	0.8517823815	0.4382237847
